[I 221224 16:43:59 PD-pairwise:203] {
      "resume": false,
      "env": "KuaishouEnv-v0",
      "is_softmax": true,
      "l2_reg_dnn": 0.1,
      "num_trajectory": 200,
      "force_length": 10,
      "epsilon": 0,
      "top_rate": 0.8,
      "gamma": 0.1,
      "feature_dim": 16,
      "entity_dim": 16,
      "user_model_name": "PD-pairwise",
      "dnn": [
        64,
        64
      ],
      "batch_size": 2048,
      "epoch": 200,
      "cuda": 4,
      "leave_threshold": 0.0,
      "num_leave_compute": 1,
      "message": "PD"
    }
[I 221224 18:22:23 utils:48] Epoch: [20], Info: [{'loss': 0.00034059106046427563, 'mae': 0.9826139395859531, 'mse': 1.2096143626131408, 'click_loss': 55.77882809756235, 'CV': '0.00331', 'CV_turn': '0.01213', 'ctr': 2.4216676281623024, 'len_tra': 4.535, 'R_tra': 10.982262693716041, 'ifeat_feat': 0.7960308710033076, 'NX_0_click_loss': 60.11773785234332, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01403', 'NX_0_ctr': 2.3742083798197067, 'NX_0_len_tra': 11.05, 'NX_0_R_tra': 26.23500259700776, 'NX_0_ifeat_feat': 0.7932126696832579, 'NX_10_click_loss': 57.813880021470474, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.452449931519933, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.52449931519933, 'NX_10_ifeat_feat': 0.7525}]
[I 221224 18:26:53 utils:48] Epoch: [21], Info: [{'loss': 0.0003405952422388735, 'mae': 0.9704375399881225, 'mse': 1.1845661165960115, 'click_loss': 55.993610130348074, 'CV': '0.00361', 'CV_turn': '0.01320', 'ctr': 2.516952166394816, 'len_tra': 4.545, 'R_tra': 11.439547596264438, 'ifeat_feat': 0.7909790979097909, 'NX_0_click_loss': 60.816013988591706, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01389', 'NX_0_ctr': 2.240749840931437, 'NX_0_len_tra': 11.515, 'NX_0_R_tra': 25.802234418325497, 'NX_0_ifeat_feat': 0.7980894485453756, 'NX_10_click_loss': 57.76703654336887, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3210358357425176, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.210358357425175, 'NX_10_ifeat_feat': 0.746}]
[I 221224 18:31:27 utils:48] Epoch: [22], Info: [{'loss': 0.0003405935414657571, 'mae': 0.9824289340012151, 'mse': 1.2095045436130414, 'click_loss': 55.50465478629167, 'CV': '0.00361', 'CV_turn': '0.01188', 'ctr': 2.5207191676550393, 'len_tra': 5.05, 'R_tra': 12.729631796657948, 'ifeat_feat': 0.805940594059406, 'NX_0_click_loss': 59.84208570247389, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01466', 'NX_0_ctr': 2.307125491840437, 'NX_0_len_tra': 10.575, 'NX_0_R_tra': 24.397852076212622, 'NX_0_ifeat_feat': 0.7943262411347518, 'NX_10_click_loss': 57.28810195910656, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.343372199890379, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.43372199890379, 'NX_10_ifeat_feat': 0.75}]
[I 221224 18:35:53 utils:48] Epoch: [23], Info: [{'loss': 0.00034059416953843657, 'mae': 0.9726541916577497, 'mse': 1.189199953323121, 'click_loss': 56.95828554391384, 'CV': '0.00361', 'CV_turn': '0.01259', 'ctr': 2.4761271752318574, 'len_tra': 4.765, 'R_tra': 11.7987459899798, 'ifeat_feat': 0.7985309548793285, 'NX_0_click_loss': 62.15623883498673, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01390', 'NX_0_ctr': 2.332208778274414, 'NX_0_len_tra': 11.51, 'NX_0_R_tra': 26.843723037938503, 'NX_0_ifeat_feat': 0.789748045178106, 'NX_10_click_loss': 58.927020074651885, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.365202106283245, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.65202106283245, 'NX_10_ifeat_feat': 0.7535}]
[I 221224 18:40:20 utils:48] Epoch: [24], Info: [{'loss': 0.000340595592880005, 'mae': 0.9818295042697134, 'mse': 1.2077922949689042, 'click_loss': 54.97415784988495, 'CV': '0.00361', 'CV_turn': '0.01251', 'ctr': 2.502673443858203, 'len_tra': 4.795, 'R_tra': 12.000319163300082, 'ifeat_feat': 0.8029197080291971, 'NX_0_click_loss': 58.65662333667265, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01591', 'NX_0_ctr': 2.3167765964043547, 'NX_0_len_tra': 9.74, 'NX_0_R_tra': 22.565404048978415, 'NX_0_ifeat_feat': 0.7951745379876797, 'NX_10_click_loss': 56.85349940868327, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.39928056903784, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.9928056903784, 'NX_10_ifeat_feat': 0.7545}]
[I 221224 18:44:55 utils:48] Epoch: [25], Info: [{'loss': 0.00034059361002809454, 'mae': 1.0020200973808668, 'mse': 1.2508754553712345, 'click_loss': 50.61474014751074, 'CV': '0.00361', 'CV_turn': '0.01268', 'ctr': 2.477829335971557, 'len_tra': 4.73, 'R_tra': 11.720132759145464, 'ifeat_feat': 0.7938689217758985, 'NX_0_click_loss': 54.579622738408204, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01529', 'NX_0_ctr': 2.284392561871793, 'NX_0_len_tra': 10.465, 'NX_0_R_tra': 23.906168159988315, 'NX_0_ifeat_feat': 0.7935977066411849, 'NX_10_click_loss': 52.32795076208737, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.387102941805347, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.87102941805347, 'NX_10_ifeat_feat': 0.751}]
[I 221224 18:49:31 utils:48] Epoch: [26], Info: [{'loss': 0.00034059554245476987, 'mae': 0.9848929603848908, 'mse': 1.2148062724515851, 'click_loss': 58.0072836893241, 'CV': '0.00331', 'CV_turn': '0.01225', 'ctr': 2.56203613263342, 'len_tra': 4.49, 'R_tra': 11.503542235524055, 'ifeat_feat': 0.8051224944320713, 'NX_0_click_loss': 63.2789771330942, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01359', 'NX_0_ctr': 2.276978565411733, 'NX_0_len_tra': 11.775, 'NX_0_R_tra': 26.811422607723156, 'NX_0_ifeat_feat': 0.7974522292993631, 'NX_10_click_loss': 59.96064017396417, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.415227133803096, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.15227133803096, 'NX_10_ifeat_feat': 0.752}]
[I 221224 18:53:55 utils:48] Epoch: [27], Info: [{'loss': 0.0003406016925259325, 'mae': 0.98201512342572, 'mse': 1.2082840750108852, 'click_loss': 55.12210929724596, 'CV': '0.00331', 'CV_turn': '0.01028', 'ctr': 2.4762763406288872, 'len_tra': 5.35, 'R_tra': 13.248078422364546, 'ifeat_feat': 0.7878504672897196, 'NX_0_click_loss': 59.40555177717628, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01502', 'NX_0_ctr': 2.2877678315160916, 'NX_0_len_tra': 10.32, 'NX_0_R_tra': 23.609764021246065, 'NX_0_ifeat_feat': 0.7974806201550387, 'NX_10_click_loss': 56.99003461244695, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3872859838306986, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.872859838306987, 'NX_10_ifeat_feat': 0.752}]
[I 221224 18:58:32 utils:48] Epoch: [28], Info: [{'loss': 0.0003405956583838172, 'mae': 0.9735725489375837, 'mse': 1.190739173111159, 'click_loss': 53.20208053784349, 'CV': '0.00361', 'CV_turn': '0.01251', 'ctr': 2.5373063720585827, 'len_tra': 4.795, 'R_tra': 12.166384054020904, 'ifeat_feat': 0.8102189781021898, 'NX_0_click_loss': 57.25035952906219, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01445', 'NX_0_ctr': 2.3610664470626483, 'NX_0_len_tra': 10.725, 'NX_0_R_tra': 25.322437644746902, 'NX_0_ifeat_feat': 0.7925407925407926, 'NX_10_click_loss': 54.94717230311406, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3907062749005434, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.907062749005437, 'NX_10_ifeat_feat': 0.7525}]
[I 221224 19:03:06 utils:48] Epoch: [29], Info: [{'loss': 0.0003405963994411784, 'mae': 0.9722724475298438, 'mse': 1.1884398458584182, 'click_loss': 57.47358247373884, 'CV': '0.00301', 'CV_turn': '0.01086', 'ctr': 2.5840741031414933, 'len_tra': 4.605, 'R_tra': 11.899661244966575, 'ifeat_feat': 0.8067318132464713, 'NX_0_click_loss': 61.37725385828123, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01557', 'NX_0_ctr': 2.365808919625311, 'NX_0_len_tra': 9.955, 'NX_0_R_tra': 23.55162779486997, 'NX_0_ifeat_feat': 0.7925665494726268, 'NX_10_click_loss': 59.36324972838204, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3889084865455663, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.88908486545566, 'NX_10_ifeat_feat': 0.7565}]
[I 221224 19:07:48 utils:48] Epoch: [30], Info: [{'loss': 0.000340594370226211, 'mae': 0.9854724918284677, 'mse': 1.215431552593185, 'click_loss': 52.22817730736534, 'CV': '0.00361', 'CV_turn': '0.01217', 'ctr': 2.5252300351168735, 'len_tra': 4.93, 'R_tra': 12.449384073126186, 'ifeat_feat': 0.8204868154158215, 'NX_0_click_loss': 56.44646335131973, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01442', 'NX_0_ctr': 2.342273454940211, 'NX_0_len_tra': 11.095, 'NX_0_R_tra': 25.987523982561637, 'NX_0_ifeat_feat': 0.7895448400180262, 'NX_10_click_loss': 53.989982203337554, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.417261120650312, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.17261120650312, 'NX_10_ifeat_feat': 0.7485}]
[I 221224 19:12:08 utils:48] Epoch: [31], Info: [{'loss': 0.0003405965381260342, 'mae': 0.9809350866005064, 'mse': 1.2062974801754447, 'click_loss': 53.94227540356837, 'CV': '0.00361', 'CV_turn': '0.01201', 'ctr': 2.4831000340459464, 'len_tra': 4.995, 'R_tra': 12.403084670059503, 'ifeat_feat': 0.8048048048048048, 'NX_0_click_loss': 58.10932153150312, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01505', 'NX_0_ctr': 2.3328595130693843, 'NX_0_len_tra': 10.63, 'NX_0_R_tra': 24.798296623927556, 'NX_0_ifeat_feat': 0.7897460018814676, 'NX_10_click_loss': 55.76525779284508, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3933212713150063, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.933212713150066, 'NX_10_ifeat_feat': 0.7485}]
[I 221224 19:16:50 utils:48] Epoch: [32], Info: [{'loss': 0.000340598452106425, 'mae': 0.963088181866257, 'mse': 1.169351453439084, 'click_loss': 58.16941850137924, 'CV': '0.00331', 'CV_turn': '0.01173', 'ctr': 2.514892947885332, 'len_tra': 4.69, 'R_tra': 11.794847925582207, 'ifeat_feat': 0.8134328358208955, 'NX_0_click_loss': 62.48650652903598, 'NX_0_CV': '0.00872', 'NX_0_CV_turn': '0.01362', 'NX_0_ctr': 2.3375286171719787, 'NX_0_len_tra': 10.65, 'NX_0_R_tra': 24.894679772881574, 'NX_0_ifeat_feat': 0.7896713615023474, 'NX_10_click_loss': 60.203655833346005, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.4262665492121407, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.262665492121403, 'NX_10_ifeat_feat': 0.7485}]
[I 221224 19:21:30 utils:48] Epoch: [33], Info: [{'loss': 0.00034059895335733113, 'mae': 0.9730266183441223, 'mse': 1.1898840860304667, 'click_loss': 57.07558100535186, 'CV': '0.00331', 'CV_turn': '0.01152', 'ctr': 2.40578337763819, 'len_tra': 4.775, 'R_tra': 11.487615628222356, 'ifeat_feat': 0.806282722513089, 'NX_0_click_loss': 61.32415010694299, 'NX_0_CV': '0.00902', 'NX_0_CV_turn': '0.01429', 'NX_0_ctr': 2.3125993290222784, 'NX_0_len_tra': 10.495, 'NX_0_R_tra': 24.270729958088808, 'NX_0_ifeat_feat': 0.7946641257741782, 'NX_10_click_loss': 59.11185203650439, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3947252950951152, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.947252950951153, 'NX_10_ifeat_feat': 0.751}]
[I 221224 19:25:59 utils:48] Epoch: [34], Info: [{'loss': 0.00034059292971314, 'mae': 0.9628700349977549, 'mse': 1.1695697588551135, 'click_loss': 61.25155832841812, 'CV': '0.00361', 'CV_turn': '0.01394', 'ctr': 2.532033111931052, 'len_tra': 4.305, 'R_tra': 10.900402546863178, 'ifeat_feat': 0.8025551684088269, 'NX_0_click_loss': 66.27420588870547, 'NX_0_CV': '0.00902', 'NX_0_CV_turn': '0.01333', 'NX_0_ctr': 2.281118206579072, 'NX_0_len_tra': 11.255, 'NX_0_R_tra': 25.673985415047454, 'NX_0_ifeat_feat': 0.7912039093736117, 'NX_10_click_loss': 63.437964344027385, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.4501977157619717, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.501977157619717, 'NX_10_ifeat_feat': 0.749}]
[I 221224 19:30:34 utils:48] Epoch: [35], Info: [{'loss': 0.00034059783524516697, 'mae': 0.968783725294964, 'mse': 1.1818793984103524, 'click_loss': 59.659790996741336, 'CV': '0.00301', 'CV_turn': '0.01047', 'ctr': 2.578316580697569, 'len_tra': 4.775, 'R_tra': 12.311461672830893, 'ifeat_feat': 0.7968586387434555, 'NX_0_click_loss': 64.12654722737567, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01478', 'NX_0_ctr': 2.323063198905818, 'NX_0_len_tra': 10.49, 'NX_0_R_tra': 24.36893295652203, 'NX_0_ifeat_feat': 0.7955195424213537, 'NX_10_click_loss': 61.64136387303819, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.395201466116819, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.952014661168192, 'NX_10_ifeat_feat': 0.7425}]
[I 221224 19:35:02 utils:48] Epoch: [36], Info: [{'loss': 0.00034059423182199747, 'mae': 0.9784393788632415, 'mse': 1.2006802272116675, 'click_loss': 55.828502626416444, 'CV': '0.00331', 'CV_turn': '0.01108', 'ctr': 2.464651211709998, 'len_tra': 4.965, 'R_tra': 12.23699326614014, 'ifeat_feat': 0.8217522658610272, 'NX_0_click_loss': 59.82084482496565, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01687', 'NX_0_ctr': 2.337484441936399, 'NX_0_len_tra': 9.485, 'NX_0_R_tra': 22.171039931766746, 'NX_0_ifeat_feat': 0.7991565629942013, 'NX_10_click_loss': 57.70960114527171, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.3256778759999106, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.256778759999108, 'NX_10_ifeat_feat': 0.7505}]
[I 221224 19:39:15 utils:48] Epoch: [37], Info: [{'loss': 0.0003405915817739702, 'mae': 0.9716295645279639, 'mse': 1.18637705053359, 'click_loss': 56.7557514633814, 'CV': '0.00361', 'CV_turn': '0.01201', 'ctr': 2.577910017199006, 'len_tra': 4.995, 'R_tra': 12.876660535909034, 'ifeat_feat': 0.8148148148148148, 'NX_0_click_loss': 61.00434325283164, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01488', 'NX_0_ctr': 2.3058220100626583, 'NX_0_len_tra': 10.415, 'NX_0_R_tra': 24.015136234802586, 'NX_0_ifeat_feat': 0.7902064330292847, 'NX_10_click_loss': 58.543178421342105, 'NX_10_CV': '0.00391', 'NX_10_CV_turn': '0.00650', 'NX_10_ctr': 2.3784280246136436, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.784280246136436, 'NX_10_ifeat_feat': 0.7455}]
[I 221224 19:43:02 utils:48] Epoch: [38], Info: [{'loss': 0.00034059416688898315, 'mae': 0.9755306164781735, 'mse': 1.194815438028124, 'click_loss': 56.24727838200262, 'CV': '0.00361', 'CV_turn': '0.01211', 'ctr': 2.486997307101382, 'len_tra': 4.955, 'R_tra': 12.323071656687345, 'ifeat_feat': 0.8234106962663976, 'NX_0_click_loss': 60.55460602510315, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01482', 'NX_0_ctr': 2.3176345820435515, 'NX_0_len_tra': 10.46, 'NX_0_R_tra': 24.242457728175552, 'NX_0_ifeat_feat': 0.7954110898661568, 'NX_10_click_loss': 58.20225244949705, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.403966534122307, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.039665341223067, 'NX_10_ifeat_feat': 0.7515}]
[I 221224 19:47:33 utils:48] Epoch: [39], Info: [{'loss': 0.0003405876257594432, 'mae': 0.9707280718333924, 'mse': 1.184688974943844, 'click_loss': 56.03882191736223, 'CV': '0.00331', 'CV_turn': '0.01193', 'ctr': 2.3691248902179796, 'len_tra': 4.61, 'R_tra': 10.921665743904887, 'ifeat_feat': 0.8275488069414316, 'NX_0_click_loss': 60.926491863563996, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01445', 'NX_0_ctr': 2.2985022384516154, 'NX_0_len_tra': 11.07, 'NX_0_R_tra': 25.444419779659384, 'NX_0_ifeat_feat': 0.7944896115627823, 'NX_10_click_loss': 58.05616781388876, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3227030159151143, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.227030159151145, 'NX_10_ifeat_feat': 0.7455}]
[I 221224 19:52:22 utils:48] Epoch: [40], Info: [{'loss': 0.0003405904545100136, 'mae': 0.9756175779489067, 'mse': 1.1953871242280678, 'click_loss': 57.45915646976983, 'CV': '0.00331', 'CV_turn': '0.01017', 'ctr': 2.4427320439008273, 'len_tra': 5.41, 'R_tra': 13.215180357503476, 'ifeat_feat': 0.7948243992606284, 'NX_0_click_loss': 62.28843748171953, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01455', 'NX_0_ctr': 2.334426781840401, 'NX_0_len_tra': 11.0, 'NX_0_R_tra': 25.678694600244413, 'NX_0_ifeat_feat': 0.7990909090909091, 'NX_10_click_loss': 59.412642583986994, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3446307660549235, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.446307660549238, 'NX_10_ifeat_feat': 0.7495}]
[I 221224 19:56:31 utils:48] Epoch: [41], Info: [{'loss': 0.00034059710489026584, 'mae': 0.97248551880645, 'mse': 1.1881246796805356, 'click_loss': 56.43324741014464, 'CV': '0.00361', 'CV_turn': '0.01143', 'ctr': 2.451079332403215, 'len_tra': 5.25, 'R_tra': 12.86816649511688, 'ifeat_feat': 0.8152380952380952, 'NX_0_click_loss': 60.738014240392125, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01531', 'NX_0_ctr': 2.327423020713922, 'NX_0_len_tra': 10.125, 'NX_0_R_tra': 23.565158084728463, 'NX_0_ifeat_feat': 0.802962962962963, 'NX_10_click_loss': 58.40466722833553, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3932173877898744, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.932173877898745, 'NX_10_ifeat_feat': 0.753}]
[I 221224 20:00:20 utils:48] Epoch: [42], Info: [{'loss': 0.0003405863320032612, 'mae': 0.9684173822678003, 'mse': 1.180499457701636, 'click_loss': 58.236319519790456, 'CV': '0.00331', 'CV_turn': '0.01158', 'ctr': 2.4189724489960898, 'len_tra': 4.75, 'R_tra': 11.490119132731428, 'ifeat_feat': 0.8042105263157895, 'NX_0_click_loss': 63.26106248714708, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01381', 'NX_0_ctr': 2.2963253327762603, 'NX_0_len_tra': 11.22, 'NX_0_R_tra': 25.76477023374964, 'NX_0_ifeat_feat': 0.7923351158645277, 'NX_10_click_loss': 60.36726573916735, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.3977970463878253, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.977970463878254, 'NX_10_ifeat_feat': 0.75}]
[I 221224 20:04:57 utils:48] Epoch: [43], Info: [{'loss': 0.00034059632707352183, 'mae': 0.9654920968963243, 'mse': 1.174569497453105, 'click_loss': 59.78377030596661, 'CV': '0.00361', 'CV_turn': '0.01317', 'ctr': 2.5200426970251617, 'len_tra': 4.555, 'R_tra': 11.478794484949612, 'ifeat_feat': 0.8100987925356751, 'NX_0_click_loss': 64.6131880527719, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01333', 'NX_0_ctr': 2.32399239604682, 'NX_0_len_tra': 11.625, 'NX_0_R_tra': 27.01641160404428, 'NX_0_ifeat_feat': 0.7888172043010753, 'NX_10_click_loss': 61.77990003430632, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.3862831748701754, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.862831748701755, 'NX_10_ifeat_feat': 0.7595}]
[I 221224 20:11:38 utils:48] Epoch: [44], Info: [{'loss': 0.0003405994236852626, 'mae': 0.9639361567447555, 'mse': 1.1723506766622591, 'click_loss': 62.117986782071526, 'CV': '0.00361', 'CV_turn': '0.01245', 'ctr': 2.568340353064937, 'len_tra': 4.82, 'R_tra': 12.379400501772995, 'ifeat_feat': 0.8298755186721992, 'NX_0_click_loss': 67.43488155221586, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01438', 'NX_0_ctr': 2.307548232482378, 'NX_0_len_tra': 11.13, 'NX_0_R_tra': 25.683011827528865, 'NX_0_ifeat_feat': 0.7969451931716083, 'NX_10_click_loss': 64.25319665565576, 'NX_10_CV': '0.00451', 'NX_10_CV_turn': '0.00750', 'NX_10_ctr': 2.4390617946633784, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.390617946633782, 'NX_10_ifeat_feat': 0.746}]
[I 221224 20:17:40 utils:48] Epoch: [45], Info: [{'loss': 0.0003405953520033039, 'mae': 0.9771317198727153, 'mse': 1.1982593913609028, 'click_loss': 56.43758297719857, 'CV': '0.00331', 'CV_turn': '0.01154', 'ctr': 2.5245524909065433, 'len_tra': 4.765, 'R_tra': 12.02949261916968, 'ifeat_feat': 0.7953830010493179, 'NX_0_click_loss': 60.842105989395925, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01541', 'NX_0_ctr': 2.275294356148156, 'NX_0_len_tra': 10.38, 'NX_0_R_tra': 23.617555416817858, 'NX_0_ifeat_feat': 0.802504816955684, 'NX_10_click_loss': 58.33721698004404, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.3841923618952365, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.841923618952364, 'NX_10_ifeat_feat': 0.754}]
[I 221224 20:23:45 utils:48] Epoch: [46], Info: [{'loss': 0.00034059684688962866, 'mae': 0.9693839012921753, 'mse': 1.182986748246123, 'click_loss': 60.580203604369615, 'CV': '0.00361', 'CV_turn': '0.01223', 'ctr': 2.4695001564619345, 'len_tra': 4.905, 'R_tra': 12.11289826744579, 'ifeat_feat': 0.7777777777777778, 'NX_0_click_loss': 65.56831158534997, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01393', 'NX_0_ctr': 2.290911914459756, 'NX_0_len_tra': 11.125, 'NX_0_R_tra': 25.486395048364784, 'NX_0_ifeat_feat': 0.790561797752809, 'NX_10_click_loss': 62.74723124815829, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.430239167469942, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 24.30239167469942, 'NX_10_ifeat_feat': 0.7495}]
[I 221224 20:29:59 utils:48] Epoch: [47], Info: [{'loss': 0.0003405927318080052, 'mae': 0.9590509908055965, 'mse': 1.1619209845820713, 'click_loss': 60.148076972725626, 'CV': '0.00331', 'CV_turn': '0.01084', 'ctr': 2.491635106607174, 'len_tra': 5.075, 'R_tra': 12.645048166031406, 'ifeat_feat': 0.7980295566502463, 'NX_0_click_loss': 65.40464739898074, 'NX_0_CV': '0.00962', 'NX_0_CV_turn': '0.01408', 'NX_0_ctr': 2.300753451001636, 'NX_0_len_tra': 11.365, 'NX_0_R_tra': 26.148062970633593, 'NX_0_ifeat_feat': 0.7936647602287725, 'NX_10_click_loss': 62.15664879323098, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.356942271243079, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.569422712430793, 'NX_10_ifeat_feat': 0.7465}]
[I 221224 20:37:50 utils:48] Epoch: [48], Info: [{'loss': 0.0003405932291441893, 'mae': 0.9873795051455926, 'mse': 1.2197012527105688, 'click_loss': 55.00586999346358, 'CV': '0.00361', 'CV_turn': '0.01242', 'ctr': 2.46889928626332, 'len_tra': 4.83, 'R_tra': 11.924783552651837, 'ifeat_feat': 0.8033126293995859, 'NX_0_click_loss': 58.782167210807685, 'NX_0_CV': '0.00872', 'NX_0_CV_turn': '0.01426', 'NX_0_ctr': 2.2799865718588515, 'NX_0_len_tra': 10.165, 'NX_0_R_tra': 23.176063502945226, 'NX_0_ifeat_feat': 0.7894736842105263, 'NX_10_click_loss': 56.84779665444768, 'NX_10_CV': '0.00391', 'NX_10_CV_turn': '0.00650', 'NX_10_ctr': 2.348388487562326, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.48388487562326, 'NX_10_ifeat_feat': 0.748}]
[I 221224 20:44:05 utils:48] Epoch: [49], Info: [{'loss': 0.0003405983427558231, 'mae': 0.9886205269951333, 'mse': 1.2224584616756153, 'click_loss': 56.16795980756516, 'CV': '0.00331', 'CV_turn': '0.01154', 'ctr': 2.526253454970958, 'len_tra': 4.765, 'R_tra': 12.037597712936615, 'ifeat_feat': 0.8079748163693599, 'NX_0_click_loss': 61.29280236402704, 'NX_0_CV': '0.00932', 'NX_0_CV_turn': '0.01272', 'NX_0_ctr': 2.3156866843984316, 'NX_0_len_tra': 12.185, 'NX_0_R_tra': 28.21664224939489, 'NX_0_ifeat_feat': 0.7903159622486664, 'NX_10_click_loss': 58.02806384469968, 'NX_10_CV': '0.00421', 'NX_10_CV_turn': '0.00700', 'NX_10_ctr': 2.369344135303302, 'NX_10_len_tra': 10.0, 'NX_10_R_tra': 23.693441353033016, 'NX_10_ifeat_feat': 0.7485}]
